customer_id,tenure_months,plan_type,region,segment,n_complaints_30d,severity,reopen_count,open_unresolved_count,n_contacts_30d,channel,n_repeat_contacts,escalation_count,first_contact_resolved,avg_resolution_hours,max_resolution_hours,sla_breached,pending_age_days,csat_score,usage_last_30d,usage_change_pct,last_active_days_ago,days_since_last_complaint,churned
CUST-2486,51,Standard,North,Individual,0,Low,0,0,0,Email,0,0,1,28.1,28.4,0,0.0,4.1,108.8,-15.2,3,150,1
CUST-2487,44,Standard,North,Individual,2,Low,0,1,2,Call,0,0,1,20.5,25.8,0,0.5,4.9,103.8,-6.9,6,9,0
CUST-2488,70,Basic,West,Small Business,2,Low,1,0,2,Call,0,0,1,1.5,32.4,0,0.0,1.6,92.2,-28.7,3,2,1
CUST-2489,18,Basic,East,Individual,1,High,1,1,2,Ticket,0,0,0,12.2,19.2,0,1.5,3.4,94.9,-10.0,11,29,0
CUST-2490,22,Standard,North,Small Business,1,Low,0,1,1,Call,0,0,1,6.5,7.4,0,0.4,3.2,51.5,-39.9,18,19,1
CUST-2491,37,Premium,South,Individual,3,Low,0,0,3,Call,1,0,1,7.1,46.7,0,0.0,2.5,111.9,-0.9,3,2,1
CUST-2492,56,Standard,East,Individual,1,Low,0,0,1,Call,0,0,1,9.3,18.3,0,0.0,4.0,102.5,-11.6,2,23,1
CUST-2493,59,Basic,West,Individual,2,Medium,1,0,2,Chat,0,0,0,7.7,8.5,0,0.0,3.2,98.5,-24.2,2,16,1
CUST-2494,3,Basic,East,Individual,0,Medium,1,2,0,Call,0,0,0,21.7,26.7,0,1.8,4.6,127.6,-7.3,5,94,1
CUST-2495,28,Premium,South,Individual,3,Low,0,1,3,Call,0,0,1,0.1,29.2,0,1.9,1.8,136.3,-1.6,6,15,0
CUST-2496,35,Basic,South,Individual,3,Low,0,1,3,Chat,0,0,1,9.1,32.5,0,3.3,2.6,88.7,-3.4,2,26,1
CUST-2497,61,Standard,North,Small Business,0,Medium,0,0,1,Email,0,1,1,57.8,146.2,1,0.0,2.6,178.3,-5.9,9,152,0
CUST-2498,54,Basic,South,Individual,2,Low,0,2,2,Call,0,0,1,6.0,14.7,0,5.2,2.3,122.0,-24.3,0,4,0
CUST-2499,63,Basic,East,Individual,0,Medium,0,0,2,Chat,0,0,1,19.4,24.8,0,0.0,2.5,49.6,-14.0,0,72,0
CUST-2500,7,Standard,North,Individual,1,Medium,1,1,2,Chat,0,0,1,16.4,18.6,0,0.3,4.3,108.4,3.1,19,7,1
CUST-2501,49,Standard,South,Individual,2,Low,1,1,2,Email,0,0,1,13.4,18.7,0,5.9,2.8,141.1,-4.0,12,11,1
CUST-2502,31,Basic,North,Individual,0,Low,0,3,0,Ticket,1,0,0,2.6,5.9,0,2.2,4.0,107.4,-0.8,1,146,0
CUST-2503,58,Basic,North,Individual,2,Low,0,0,3,Call,0,0,1,36.1,52.7,0,0.0,1.1,62.4,-23.5,15,19,0
CUST-2504,61,Premium,West,Individual,0,Medium,0,0,0,Call,0,1,0,16.8,38.6,0,0.0,4.4,87.4,0.5,1,163,0
CUST-2505,24,Basic,North,Individual,1,Medium,0,0,2,Email,0,1,1,15.5,39.9,0,0.0,3.4,89.0,-23.4,3,28,1
CUST-2506,20,Standard,North,Enterprise,2,Low,0,2,2,Chat,0,0,1,59.6,80.5,1,8.4,3.3,71.3,8.4,3,17,1
CUST-2507,37,Premium,South,Individual,0,Low,3,2,0,Ticket,0,0,0,1.7,11.8,0,2.9,5.0,103.4,-29.0,5,159,1
CUST-2508,4,Basic,East,Individual,1,Medium,0,1,1,Chat,0,0,1,13.5,21.0,0,0.7,3.8,145.0,-12.9,3,29,1
CUST-2509,20,Premium,East,Individual,1,Low,0,0,1,Chat,1,0,0,24.5,26.1,0,0.0,1.9,62.9,16.1,12,15,1
CUST-2510,60,Basic,South,Individual,2,Low,1,2,2,Email,0,2,1,31.9,44.9,0,10.5,3.7,84.7,-13.7,4,8,1
CUST-2511,24,Standard,East,Small Business,1,Medium,0,0,2,Email,0,0,1,0.0,9.1,0,0.0,4.4,178.5,-17.1,0,17,0
CUST-2512,50,Basic,North,Individual,3,Medium,0,1,3,Ticket,0,0,1,22.9,27.1,0,4.7,1.3,75.9,-11.3,0,11,0
CUST-2513,49,Premium,West,Individual,0,Low,0,0,0,Chat,0,0,1,62.3,86.7,1,0.0,3.9,68.9,14.6,15,64,0
CUST-2514,51,Basic,North,Small Business,0,Low,1,0,0,Call,1,0,1,26.2,44.8,0,0.0,2.4,104.1,-15.1,0,88,0
CUST-2515,36,Basic,North,Individual,1,Medium,0,1,1,Call,1,0,1,10.9,23.5,0,3.3,4.4,54.7,-23.3,7,26,1
CUST-2516,66,Premium,West,Enterprise,0,Low,0,0,0,Chat,0,1,0,41.8,45.1,0,0.0,4.0,80.7,0.6,18,46,0
CUST-2517,34,Standard,South,Small Business,0,Medium,0,2,1,Call,0,0,1,42.2,54.8,0,2.3,3.7,126.7,-11.4,0,82,0
CUST-2518,36,Standard,North,Individual,1,Medium,0,0,3,Chat,0,0,1,23.3,26.7,0,0.0,3.2,29.1,-41.9,9,7,1
CUST-2519,6,Basic,North,Individual,0,Low,0,1,2,Chat,0,0,1,21.9,41.7,0,0.5,3.0,81.2,10.2,6,154,0
CUST-2520,39,Standard,South,Individual,1,Medium,1,0,1,Ticket,0,2,0,8.4,11.3,0,0.0,2.9,21.8,3356.2,0,13,0
CUST-2521,42,Basic,North,Individual,0,Low,1,0,2,Call,0,0,0,5.6,25.7,0,0.0,3.3,138.2,-18.4,4,128,0
CUST-2522,58,Basic,North,Individual,3,Medium,0,0,3,Ticket,0,0,1,19.9,31.5,0,0.0,3.3,77.5,-1.0,12,3,0
CUST-2523,12,Standard,East,Individual,2,Medium,0,0,2,Call,0,0,1,0.2,56.5,0,0.0,3.2,97.8,-17.5,2,12,1
CUST-2524,3,Basic,South,Enterprise,2,Medium,0,0,2,Email,0,0,1,37.0,46.5,0,0.0,3.0,84.8,5.6,6,28,1
CUST-2525,18,Premium,North,Individual,3,Medium,0,1,3,Ticket,0,0,1,46.6,50.7,0,1.4,1.0,63.4,6.2,1,1,0
CUST-2526,40,Premium,North,Small Business,1,Low,1,1,1,Call,1,0,0,3.6,31.0,0,0.6,4.9,114.1,-26.2,2,15,0
CUST-2527,21,Standard,West,Small Business,0,Low,0,0,0,Call,0,0,0,17.0,30.0,0,0.0,4.8,90.0,-17.6,5,107,1
CUST-2528,15,Premium,West,Small Business,0,Low,0,0,1,Call,0,0,0,3.9,15.5,0,0.0,3.0,108.8,-12.0,0,138,0
CUST-2529,26,Standard,West,Individual,2,High,0,2,3,Call,1,0,1,13.6,15.3,0,1.5,3.1,118.5,2.0,6,13,1
CUST-2530,8,Basic,North,Individual,1,High,0,3,1,Chat,0,1,1,20.3,27.5,0,12.7,3.7,111.6,-19.2,1,5,0
CUST-2531,42,Standard,North,Small Business,1,Low,1,0,1,Ticket,0,0,1,9.9,10.0,0,0.0,4.7,103.9,-13.6,9,6,0
CUST-2532,44,Basic,West,Small Business,2,Low,0,1,3,Call,0,0,1,45.0,48.7,0,3.5,4.4,92.8,-21.2,4,19,0
CUST-2533,14,Basic,East,Enterprise,0,Low,0,1,0,Chat,0,0,1,44.4,55.5,0,4.5,3.7,56.7,7.1,1,131,0
CUST-2534,2,Premium,East,Small Business,2,High,0,0,3,Ticket,0,0,0,15.1,24.7,0,0.0,1.9,112.3,-18.0,5,2,0
CUST-2535,37,Standard,East,Individual,2,Low,0,0,2,Chat,1,1,0,17.4,29.9,0,0.0,3.7,92.7,2.8,12,3,0
CUST-2536,69,Premium,East,Individual,0,Medium,1,0,0,Email,1,0,1,0.1,30.4,0,0.0,5.0,141.9,8.6,3,76,0
CUST-2537,38,Basic,South,Individual,3,Low,0,0,4,Ticket,0,0,1,8.2,12.8,0,0.0,2.2,132.7,-21.6,9,26,1
CUST-2538,41,Standard,West,Small Business,1,Low,0,1,1,Chat,0,0,1,28.6,45.6,0,1.1,3.5,139.0,-15.4,13,4,0
CUST-2539,62,Basic,North,Individual,2,Low,0,0,2,Ticket,1,0,0,102.5,114.5,1,0.0,3.3,113.9,-12.3,2,15,1
CUST-2540,60,Standard,West,Small Business,1,Low,0,0,2,Call,0,2,0,58.1,83.9,1,0.0,2.9,133.2,-12.0,8,29,1
CUST-2541,14,Standard,East,Enterprise,0,Low,0,0,2,Email,0,0,1,2.0,6.7,0,0.0,2.0,100.9,10.7,7,162,0
CUST-2542,2,Standard,North,Small Business,4,Low,0,1,4,Email,1,0,1,10.8,80.3,0,2.0,1.4,162.5,-13.2,4,5,1
CUST-2543,70,Basic,South,Individual,2,Low,1,1,3,Email,0,0,1,1.1,17.5,0,1.9,3.7,44.4,0.9,0,1,1
CUST-2544,17,Basic,West,Individual,2,Low,0,0,3,Chat,1,0,1,36.3,37.0,0,0.0,3.2,131.4,-20.0,8,15,0
CUST-2545,28,Basic,North,Small Business,1,High,0,0,1,Chat,1,2,0,26.2,26.3,0,0.0,3.4,73.5,-11.5,0,24,0
CUST-2546,66,Standard,North,Individual,0,Medium,0,0,0,Chat,0,1,1,51.0,81.3,1,0.0,2.7,94.5,-9.4,17,177,0
CUST-2547,35,Premium,East,Individual,2,Medium,0,0,3,Email,0,0,1,13.9,18.5,0,0.0,3.3,86.8,-12.1,3,16,0
CUST-2548,5,Basic,East,Individual,0,Low,0,1,1,Ticket,0,0,1,2.2,6.2,0,10.8,4.1,65.1,19.2,0,169,1
CUST-2549,65,Standard,West,Individual,1,Medium,0,0,3,Ticket,0,0,1,17.5,29.5,0,0.0,3.0,74.3,-12.7,1,28,1
CUST-2550,40,Premium,South,Individual,1,Low,0,0,1,Chat,0,0,0,40.4,43.2,0,0.0,3.6,51.7,-3.9,1,10,1
CUST-2551,56,Standard,North,Enterprise,2,Low,0,0,2,Ticket,0,0,0,1.0,6.1,0,0.0,2.8,59.9,-18.3,9,20,1
CUST-2552,36,Standard,East,Enterprise,1,Low,0,0,1,Chat,1,0,1,33.7,44.6,0,0.0,3.6,18.2,-2299.5,0,20,1
CUST-2553,45,Premium,West,Enterprise,0,Low,1,0,0,Ticket,0,0,1,19.5,79.7,0,0.0,5.0,85.7,-28.2,0,74,0
CUST-2554,23,Basic,East,Individual,1,Low,0,0,2,Ticket,0,1,0,2.8,5.3,0,0.0,2.7,68.0,-20.7,2,21,1
CUST-2555,47,Basic,West,Enterprise,3,Low,0,0,3,Email,0,1,0,21.5,22.2,0,0.0,5.0,73.2,-3.8,0,24,1
CUST-2556,31,Basic,East,Enterprise,0,Low,1,0,0,Ticket,0,0,0,1.3,19.7,0,0.0,5.0,148.3,1.7,1,143,0
CUST-2557,11,Premium,South,Enterprise,1,Low,0,0,2,Email,1,0,0,3.8,18.2,0,0.0,4.2,74.2,-25.7,1,19,1
CUST-2558,10,Premium,North,Small Business,1,Medium,0,0,1,Call,0,0,0,1.2,6.8,0,0.0,4.6,43.4,35.0,0,19,1
CUST-2559,67,Standard,East,Small Business,0,Medium,1,3,0,Ticket,0,1,0,17.6,22.5,0,16.9,3.3,167.9,-0.1,4,41,1
CUST-2560,14,Basic,North,Individual,2,High,0,2,2,Ticket,0,0,0,6.8,37.1,0,5.3,3.2,141.0,-0.2,0,26,1
CUST-2561,10,Standard,West,Small Business,1,Low,0,1,1,Email,1,0,0,6.8,12.6,0,0.0,3.7,131.9,0.1,2,12,0
CUST-2562,1,Basic,South,Individual,1,Low,0,0,1,Email,0,0,1,20.8,34.3,0,0.0,4.3,89.1,-4.6,5,1,0
CUST-2563,5,Basic,North,Individual,0,High,1,1,0,Email,0,0,0,2.3,10.6,0,2.7,3.8,58.1,5.4,1,44,1
CUST-2564,20,Standard,East,Enterprise,0,Low,0,1,0,Call,0,0,0,20.1,31.3,0,2.3,5.0,22.4,38.8,2,149,0
CUST-2565,8,Premium,North,Individual,2,Medium,0,1,2,Call,0,0,0,23.9,56.8,0,0.1,4.6,34.8,-40.1,7,23,1
CUST-2566,43,Premium,North,Individual,1,Low,0,2,1,Call,1,0,1,39.0,47.9,0,1.9,3.5,109.5,-18.7,7,15,1
CUST-2567,1,Standard,West,Enterprise,0,Low,0,0,0,Email,0,0,0,22.3,48.4,0,0.0,3.1,61.6,-25.9,6,163,1
CUST-2568,57,Basic,South,Enterprise,1,Low,0,0,1,Call,0,0,1,21.2,35.0,0,0.0,4.7,103.6,-2.9,2,1,1
CUST-2569,64,Basic,South,Individual,1,High,0,1,1,Ticket,0,0,1,21.4,28.2,0,0.5,3.9,103.1,-6.8,3,20,1
CUST-2570,28,Basic,North,Small Business,0,Low,0,0,2,Ticket,0,0,1,0.8,1.2,0,0.0,3.9,65.1,0.9,10,158,0
CUST-2571,37,Standard,North,Individual,3,Low,0,0,4,Email,1,1,0,11.7,28.2,0,0.0,2.1,84.7,-16.2,2,6,0
CUST-2572,47,Premium,West,Individual,2,Medium,1,0,2,Chat,1,1,0,16.0,33.9,0,0.0,3.3,68.3,-22.2,1,20,1
CUST-2573,37,Basic,North,Individual,1,Medium,0,0,2,Ticket,0,0,0,21.9,96.2,0,0.0,3.3,100.6,15.6,0,19,0
CUST-2574,49,Standard,West,Individual,1,High,1,2,1,Call,0,0,0,6.9,25.5,0,2.7,1.9,96.0,-11.2,4,19,1
CUST-2575,44,Basic,South,Individual,0,Low,0,1,2,Chat,0,0,0,22.7,48.4,0,3.9,4.3,135.2,-9.0,1,174,0
CUST-2576,56,Basic,South,Individual,0,Medium,1,0,0,Ticket,1,0,0,10.1,12.8,0,0.0,4.5,85.8,-20.5,6,143,1
CUST-2577,28,Standard,West,Enterprise,1,Low,1,0,2,Ticket,0,1,1,25.1,46.7,0,0.0,3.4,120.4,-0.9,0,17,1
CUST-2578,6,Basic,North,Small Business,2,Low,1,0,3,Ticket,0,0,0,4.1,10.6,0,0.0,3.4,103.7,6.3,2,17,1
CUST-2579,61,Standard,South,Small Business,1,Medium,2,0,1,Email,0,0,1,7.3,65.9,0,0.0,5.0,137.0,-4.1,2,27,0
CUST-2580,20,Premium,East,Small Business,2,Low,0,0,2,Chat,0,0,0,59.8,68.8,1,0.0,3.5,91.0,-20.8,1,6,1
CUST-2581,2,Standard,West,Individual,0,Medium,1,3,0,Call,0,0,0,28.4,37.7,0,2.1,4.2,60.0,-2.9,22,38,1
CUST-2582,37,Basic,South,Enterprise,0,High,0,0,1,Ticket,0,0,0,45.8,56.1,0,0.0,4.0,68.8,18.8,0,104,1
CUST-2583,20,Basic,South,Small Business,0,Low,1,1,1,Call,0,0,1,4.5,10.0,0,2.5,5.0,76.5,19.4,0,79,1
CUST-2584,26,Standard,South,Individual,2,Medium,1,0,3,Email,0,0,1,57.3,64.4,1,0.0,4.2,145.5,-6.6,0,12,1
CUST-2585,29,Basic,East,Individual,2,Medium,1,1,2,Call,0,0,0,27.3,34.7,0,0.8,4.6,131.5,-11.2,0,4,1
CUST-2586,1,Basic,East,Small Business,0,Medium,0,1,2,Chat,0,0,1,17.9,28.7,0,2.4,4.4,109.3,-25.0,9,37,0
CUST-2587,35,Standard,East,Small Business,0,High,1,1,1,Chat,0,0,0,0.3,2.5,0,0.6,4.7,83.7,-10.3,0,148,1
CUST-2588,70,Standard,North,Small Business,2,Low,0,0,2,Call,1,0,1,1.1,14.7,0,0.0,2.3,185.4,-8.1,4,20,0
CUST-2589,59,Standard,West,Individual,0,Medium,1,0,0,Call,0,0,0,29.6,41.2,0,0.0,3.8,51.8,-22.3,5,104,1
CUST-2590,69,Basic,North,Individual,2,Low,1,0,2,Email,2,0,0,22.1,82.6,0,0.0,3.8,86.7,-13.5,7,22,1
CUST-2591,33,Premium,East,Individual,0,Medium,0,0,0,Chat,0,0,0,4.8,35.9,0,0.0,5.0,147.7,-9.7,0,107,1
CUST-2592,51,Basic,West,Small Business,2,Low,0,2,2,Ticket,1,0,1,11.6,21.0,0,0.5,4.3,110.7,14.0,0,19,1
CUST-2593,12,Basic,North,Individual,1,High,0,0,1,Call,0,0,1,21.3,39.3,0,0.0,3.3,176.7,-8.3,1,14,1
CUST-2594,20,Standard,North,Individual,1,High,1,0,1,Chat,0,0,0,0.3,16.3,0,0.0,3.2,94.4,-9.8,0,4,1
CUST-2595,53,Standard,North,Individual,1,Medium,0,0,1,Email,0,0,1,22.6,26.6,0,0.0,3.2,70.3,-34.2,1,11,1
CUST-2596,43,Premium,East,Small Business,0,Medium,0,1,3,Ticket,0,0,0,10.3,16.3,0,1.5,2.4,94.8,-14.3,4,154,0
CUST-2597,50,Standard,South,Individual,1,Medium,0,1,1,Chat,0,0,1,2.0,2.5,0,1.5,3.9,111.2,-4.9,2,17,0
CUST-2598,29,Premium,West,Individual,1,Low,0,1,4,Email,0,0,1,3.6,5.1,0,0.9,3.3,53.6,37.2,1,7,0
CUST-2599,57,Premium,East,Small Business,1,Low,2,0,1,Ticket,1,1,1,11.1,16.7,0,0.0,3.2,91.3,-18.5,2,10,1
CUST-2600,39,Standard,West,Enterprise,1,Low,1,0,1,Chat,0,2,0,19.7,42.3,0,0.0,4.9,96.3,-21.1,1,5,1
CUST-2601,56,Standard,East,Individual,2,Medium,1,0,2,Email,0,0,0,8.4,27.3,0,0.0,3.0,96.8,-16.6,2,10,0
CUST-2602,43,Standard,North,Individual,2,Low,3,0,3,Call,0,0,0,2.3,52.3,0,0.0,2.6,72.8,-34.3,3,10,1
CUST-2603,50,Premium,North,Enterprise,2,Low,0,0,2,Call,0,0,0,35.0,41.9,0,0.0,4.2,33.7,32.0,11,4,0
CUST-2604,23,Standard,South,Individual,1,Low,0,0,1,Email,1,0,0,13.9,20.2,0,0.0,5.0,69.6,4.4,5,11,1
CUST-2605,44,Basic,South,Small Business,1,Low,0,0,1,Ticket,3,0,0,6.7,8.3,0,0.0,3.5,74.8,-12.2,4,18,1
CUST-2606,38,Standard,West,Small Business,1,Low,0,0,2,Chat,0,1,0,23.0,46.2,0,0.0,3.2,134.1,-10.7,1,6,1
CUST-2607,23,Basic,South,Individual,1,Low,0,0,1,Ticket,2,1,0,8.2,10.9,0,0.0,3.4,111.9,-13.8,2,21,1
CUST-2608,45,Standard,South,Small Business,1,Low,0,1,1,Chat,0,0,0,9.0,55.0,0,5.5,4.4,155.6,-10.2,10,24,1
CUST-2609,52,Basic,West,Small Business,1,Medium,0,0,1,Chat,0,0,1,6.5,12.2,0,0.0,3.3,101.5,-2.3,4,10,1
CUST-2610,50,Standard,East,Individual,0,Low,0,0,0,Ticket,0,0,0,9.0,24.6,0,0.0,4.2,113.3,-17.8,0,154,1
CUST-2611,8,Premium,South,Individual,2,High,0,1,3,Call,0,1,0,6.1,15.1,0,5.0,2.4,107.6,-2.9,6,18,0
CUST-2612,1,Basic,East,Enterprise,0,Medium,0,1,0,Call,0,0,0,80.8,84.6,1,4.6,5.0,72.6,-9.0,0,158,1
CUST-2613,8,Basic,North,Individual,0,Low,0,0,1,Chat,1,0,1,6.0,15.1,0,0.0,3.5,127.9,13.0,11,54,0
CUST-2614,29,Basic,South,Small Business,2,Low,1,0,2,Call,0,0,0,20.8,26.7,0,0.0,3.7,118.6,-16.1,3,14,1
CUST-2615,5,Standard,North,Small Business,1,Medium,1,0,4,Call,0,0,0,4.3,19.0,0,0.0,4.1,139.5,6.0,19,18,1
CUST-2616,47,Basic,North,Individual,0,Low,2,0,1,Call,0,0,1,16.3,28.3,0,0.0,4.7,104.3,-10.1,1,65,0
CUST-2617,34,Basic,East,Small Business,3,High,0,0,3,Ticket,1,0,0,14.2,15.5,0,0.0,2.1,111.2,-0.6,0,10,1
CUST-2618,65,Basic,West,Enterprise,1,Low,0,1,2,Email,1,1,1,16.1,17.3,0,1.0,3.9,127.7,1.6,3,21,1
CUST-2619,55,Standard,South,Individual,1,Medium,0,0,2,Email,0,0,0,8.8,59.2,0,0.0,3.9,110.1,-15.0,3,10,1
CUST-2620,43,Basic,East,Individual,3,High,0,2,3,Call,0,0,1,40.9,46.3,0,0.3,1.9,79.6,-21.5,6,17,0
CUST-2621,30,Standard,West,Enterprise,1,Medium,1,2,1,Call,0,0,0,7.1,8.5,0,6.0,3.4,128.9,3.0,4,17,1
CUST-2622,17,Basic,North,Individual,2,High,1,0,3,Ticket,1,0,1,41.0,44.0,0,0.0,1.8,164.4,-18.5,2,28,0
CUST-2623,26,Standard,South,Individual,2,High,0,1,3,Call,1,0,1,10.4,12.9,0,4.6,2.4,99.8,9.5,1,13,0
CUST-2624,8,Basic,North,Enterprise,3,High,0,0,4,Chat,1,0,0,21.1,24.7,0,0.0,1.6,120.1,17.0,10,23,1
CUST-2625,47,Standard,North,Small Business,0,Medium,0,1,0,Email,1,1,1,0.2,0.9,0,2.7,3.8,61.9,31.4,1,167,1
CUST-2626,46,Basic,South,Enterprise,1,Low,1,2,1,Chat,0,0,0,11.6,14.9,0,5.5,3.8,73.2,-22.1,1,3,1
CUST-2627,68,Standard,West,Individual,2,Low,2,2,2,Ticket,0,0,0,21.0,63.5,0,7.9,3.3,127.0,13.6,1,1,1
CUST-2628,33,Premium,West,Individual,1,Low,0,1,3,Call,0,0,0,7.1,19.8,0,1.5,4.5,91.9,-25.7,3,24,1
CUST-2629,1,Premium,South,Individual,0,High,1,1,0,Ticket,0,0,0,7.8,13.7,0,1.0,4.7,97.7,-16.0,0,103,1
CUST-2630,19,Standard,South,Small Business,0,Low,0,2,1,Ticket,0,0,0,10.1,33.5,0,0.4,4.5,115.7,-31.6,7,101,1
CUST-2631,31,Standard,East,Small Business,5,Low,0,0,5,Call,0,0,1,6.3,40.2,0,0.0,2.3,79.7,-12.3,7,28,0
CUST-2632,14,Premium,East,Individual,2,Medium,1,0,3,Chat,0,0,1,18.5,19.6,0,0.0,4.5,128.3,5.0,10,9,1
CUST-2633,53,Standard,North,Individual,1,Low,2,1,1,Ticket,0,0,0,1.0,7.3,0,9.0,2.8,114.7,-8.6,8,5,1
CUST-2634,48,Basic,South,Small Business,3,Medium,0,2,3,Call,2,0,0,35.6,61.2,0,1.4,2.4,133.1,-13.1,0,5,1
CUST-2635,69,Premium,West,Individual,0,High,0,0,0,Email,0,0,1,64.4,78.4,1,0.0,3.6,148.6,-9.0,3,161,0
CUST-2636,62,Standard,North,Individual,1,Medium,0,2,1,Email,0,0,1,3.6,20.8,0,2.2,3.7,116.1,-24.8,0,16,1
CUST-2637,66,Basic,North,Enterprise,1,Medium,0,0,1,Call,0,0,1,5.1,17.4,0,0.0,5.0,108.7,5.6,0,8,0
CUST-2638,64,Basic,North,Individual,1,Medium,0,1,1,Email,0,2,0,59.5,60.7,1,0.5,4.5,83.1,-26.4,0,18,1
CUST-2639,70,Basic,North,Small Business,0,Medium,1,2,1,Ticket,0,0,0,3.6,32.1,0,1.3,3.0,109.5,0.1,0,42,0
CUST-2640,63,Standard,West,Small Business,1,Low,1,1,2,Call,0,0,0,2.2,6.3,0,1.2,5.0,99.9,-26.5,2,4,1
CUST-2641,33,Basic,North,Individual,1,Low,1,0,1,Call,1,0,1,31.5,33.2,0,0.0,2.6,95.6,-24.9,0,16,1
CUST-2642,41,Basic,South,Individual,2,Low,1,0,2,Ticket,0,0,0,22.6,28.9,0,0.0,3.4,103.6,2.9,2,2,1
CUST-2643,48,Basic,East,Individual,3,Medium,0,0,3,Ticket,1,0,1,22.8,43.3,0,0.0,4.1,112.6,-11.2,0,13,1
CUST-2644,13,Standard,West,Small Business,3,Medium,0,0,3,Call,0,0,0,5.1,36.9,0,0.0,3.4,84.2,-9.2,8,24,1
CUST-2645,31,Standard,South,Individual,3,Low,0,0,4,Email,0,0,1,9.4,25.2,0,0.0,2.8,100.2,-7.7,2,10,0
CUST-2646,68,Basic,South,Small Business,0,Medium,0,0,0,Chat,0,0,0,3.5,10.1,0,0.0,4.6,108.7,12.0,5,84,0
CUST-2647,4,Basic,South,Enterprise,0,Low,1,0,0,Email,0,1,1,3.5,23.1,0,0.0,5.0,141.6,-1.1,3,45,0
CUST-2648,19,Basic,East,Enterprise,1,Low,0,1,1,Email,0,0,1,13.7,35.5,0,2.5,3.9,114.3,-9.3,3,14,0
CUST-2649,70,Premium,East,Individual,0,Low,0,1,0,Chat,0,0,0,22.3,60.8,0,0.7,3.9,109.6,-11.7,3,79,0
CUST-2650,13,Standard,East,Small Business,0,Medium,1,0,0,Ticket,0,0,1,7.7,9.6,0,0.0,4.8,119.5,-13.2,1,75,0
CUST-2651,23,Standard,South,Enterprise,1,Medium,0,0,1,Email,1,0,1,12.9,15.2,0,0.0,2.6,164.4,-1.1,0,13,0
CUST-2652,1,Basic,East,Individual,3,Low,0,0,4,Call,1,0,1,8.6,17.2,0,0.0,2.1,115.5,-16.7,10,10,1
CUST-2653,54,Standard,North,Individual,1,Medium,1,1,1,Email,0,0,0,49.3,55.5,1,4.3,3.9,112.0,-0.3,7,14,1
CUST-2654,71,Standard,East,Individual,0,Low,0,0,0,Ticket,0,1,1,24.3,46.5,0,0.0,4.7,142.3,12.9,1,101,0
CUST-2655,15,Basic,West,Individual,2,High,0,0,2,Call,0,0,0,19.6,32.9,0,0.0,1.4,122.2,33.5,0,29,0
CUST-2656,65,Basic,South,Small Business,0,Low,0,0,2,Ticket,0,1,0,26.2,27.7,0,0.0,4.4,49.6,27.7,3,119,1
CUST-2657,71,Basic,South,Individual,2,High,0,1,2,Call,0,0,0,6.2,17.7,0,1.7,3.6,66.8,-0.5,0,11,0
CUST-2658,15,Premium,North,Small Business,2,Medium,0,1,3,Ticket,2,0,1,53.1,58.2,1,3.5,3.7,115.5,-8.4,6,11,1
CUST-2659,21,Premium,East,Small Business,0,Medium,1,1,0,Email,0,1,1,4.5,12.3,0,0.0,3.9,63.3,-38.6,1,110,0
CUST-2660,19,Standard,East,Small Business,0,Medium,0,0,1,Ticket,0,2,1,3.0,4.2,0,0.0,2.2,115.9,1.3,4,168,1
CUST-2661,60,Standard,West,Small Business,1,Low,0,1,3,Chat,0,0,0,47.3,47.8,0,3.8,3.6,130.9,-16.0,2,23,1
CUST-2662,33,Basic,North,Individual,2,Medium,0,1,3,Email,1,0,1,6.0,56.4,0,5.5,4.9,102.7,5.3,0,25,0
CUST-2663,49,Standard,West,Small Business,0,Low,0,1,1,Ticket,0,2,0,37.7,58.0,0,1.4,4.7,99.4,-16.4,19,179,0
CUST-2664,35,Standard,West,Individual,1,Low,0,0,1,Email,0,0,1,7.1,23.0,0,0.0,2.8,97.3,-3.5,0,3,1
CUST-2665,44,Basic,South,Individual,2,Medium,0,1,3,Ticket,1,0,1,7.0,23.9,0,0.3,4.2,111.2,-22.8,13,26,1
CUST-2666,11,Premium,South,Individual,1,Low,1,1,1,Ticket,2,0,1,63.3,78.5,1,2.2,4.7,59.4,-37.4,5,24,1
CUST-2667,66,Basic,East,Enterprise,1,Low,0,0,1,Email,1,0,0,67.2,74.4,1,0.0,3.0,118.8,-24.1,3,24,1
CUST-2668,46,Basic,East,Enterprise,2,High,0,0,2,Call,0,0,1,65.3,75.6,1,0.0,2.9,131.6,-5.7,8,27,0
CUST-2669,9,Standard,West,Individual,1,High,0,0,1,Call,0,2,1,3.0,41.9,0,0.0,1.7,140.3,-11.0,0,24,0
CUST-2670,3,Standard,East,Individual,1,Medium,2,1,1,Ticket,0,0,1,17.0,23.9,0,0.1,3.0,54.8,-16.6,0,1,0
CUST-2671,26,Standard,West,Small Business,2,Medium,0,0,3,Chat,0,0,0,0.7,3.9,0,0.0,2.8,142.7,-11.2,4,11,0
CUST-2672,48,Basic,East,Individual,1,High,0,0,1,Chat,2,0,1,23.2,24.0,0,0.0,4.3,103.8,-19.3,3,21,0
CUST-2673,66,Premium,East,Individual,2,Medium,0,0,2,Ticket,1,0,0,22.2,26.8,0,0.0,3.9,112.0,-8.5,3,12,1
