customer_id,tenure_months,plan_type,monthly_charges,total_charges,internet_service,payment_method,n_complaints_30d,severity,reopen_count,open_unresolved_count,n_contacts_30d,channel,n_repeat_contacts,escalation_count,first_contact_resolved,avg_resolution_hours,max_resolution_hours,sla_breached,pending_age_days,csat_score,days_since_last_complaint,churned
CUST-1652,1,Month-to-month,74.25,74.25,Fiber optic,Mailed check,1,Low,0,0,1,Chat,1,0,1,9.6,34.0,0,0.0,5.0,26,1
CUST-1653,25,Month-to-month,89.7,2187.55,Fiber optic,Electronic check,2,Low,0,0,2,Ticket,1,1,1,37.9,46.4,0,0.0,4.3,18,1
CUST-1654,16,Month-to-month,96.4,1581.2,Fiber optic,Electronic check,1,Low,0,1,4,Ticket,0,1,1,5.2,13.3,0,2.0,3.6,14,1
CUST-1655,1,Month-to-month,69.5,69.5,Fiber optic,Bank transfer (automatic),0,Medium,1,3,1,Email,0,1,0,50.9,51.4,1,0.3,2.5,30,1
CUST-1656,36,Month-to-month,85.25,3132.75,Fiber optic,Credit card (automatic),0,Medium,0,0,1,Chat,0,0,0,19.0,35.4,0,0.0,1.9,76,1
CUST-1657,1,Month-to-month,19.4,19.4,No,Mailed check,0,Low,0,0,1,Chat,1,1,1,20.7,32.9,0,0.0,4.1,53,1
CUST-1658,9,Month-to-month,83.3,803.3,Fiber optic,Electronic check,0,Medium,0,0,3,Email,1,0,0,3.7,9.2,0,0.0,4.0,152,1
CUST-1659,8,Month-to-month,80.1,679.3,Fiber optic,Bank transfer (automatic),1,Low,0,0,3,Call,0,0,0,1.5,3.4,0,0.0,3.5,21,1
CUST-1660,45,One year,62.7,2791.5,DSL,Credit card (automatic),0,Low,0,0,1,Ticket,0,0,0,10.4,66.1,0,0.0,5.0,128,1
CUST-1661,25,One year,25.3,676.35,No,Bank transfer (automatic),2,High,0,1,3,Ticket,0,0,1,2.3,22.7,0,0.3,2.5,1,1
CUST-1662,13,Month-to-month,98.15,1230.25,Fiber optic,Mailed check,2,Low,0,0,3,Call,1,0,0,2.4,14.3,0,0.0,4.3,28,1
CUST-1663,46,Month-to-month,93.7,4154.8,Fiber optic,Electronic check,1,High,0,1,1,Email,1,1,0,68.4,68.6,1,0.4,3.6,20,1
CUST-1664,25,Month-to-month,105.95,2655.25,Fiber optic,Mailed check,2,Medium,1,0,3,Email,0,0,0,1.6,26.1,0,0.0,3.1,16,1
CUST-1665,18,One year,82.0,1425.45,DSL,Credit card (automatic),1,High,1,0,1,Email,2,0,0,13.3,24.6,0,0.0,3.4,27,1
CUST-1666,60,Month-to-month,95.75,5742.9,Fiber optic,Electronic check,0,Low,0,1,1,Email,0,0,1,32.4,34.5,0,3.1,3.9,107,1
CUST-1667,30,Month-to-month,94.05,2866.45,Fiber optic,Credit card (automatic),1,Low,0,1,1,Chat,0,0,1,7.7,27.9,0,2.8,3.7,12,1
CUST-1668,1,Month-to-month,54.75,54.75,DSL,Mailed check,1,Low,1,1,3,Chat,0,0,1,15.8,26.9,0,1.1,3.1,24,1
CUST-1669,39,Month-to-month,95.65,3759.05,Fiber optic,Bank transfer (automatic),1,Medium,1,2,1,Email,0,1,1,10.3,19.3,0,0.8,4.7,10,1
CUST-1670,1,Month-to-month,94.6,94.6,Fiber optic,Electronic check,1,Medium,0,0,1,Ticket,1,0,1,28.7,30.5,0,0.0,4.8,24,1
CUST-1671,31,Month-to-month,98.9,2911.3,Fiber optic,Electronic check,1,Low,1,0,1,Call,0,0,0,21.6,25.2,0,0.0,3.2,28,1
CUST-1672,3,Month-to-month,76.05,231.8,Fiber optic,Electronic check,0,Medium,0,0,0,Call,0,0,1,8.5,22.6,0,0.0,3.6,162,1
CUST-1673,1,Month-to-month,69.75,69.75,Fiber optic,Electronic check,2,Low,0,1,2,Ticket,0,0,1,23.0,28.1,0,5.4,2.5,16,1
CUST-1674,7,Month-to-month,34.5,279.25,DSL,Electronic check,1,Low,0,1,1,Email,1,0,1,0.1,5.2,0,0.3,5.0,23,1
CUST-1675,61,Month-to-month,105.55,6281.45,Fiber optic,Electronic check,1,Low,0,0,2,Email,0,1,1,25.6,28.0,0,0.0,4.6,1,1
CUST-1676,39,Month-to-month,30.1,1131.3,DSL,Credit card (automatic),1,Low,0,0,1,Call,1,0,0,35.0,37.8,0,0.0,3.0,7,1
CUST-1677,10,Month-to-month,70.3,738.2,Fiber optic,Electronic check,3,Low,0,0,4,Call,0,0,0,0.2,13.6,0,0.0,4.9,20,1
CUST-1678,1,Month-to-month,80.2,80.2,Fiber optic,Mailed check,1,Low,0,0,2,Chat,1,0,0,24.9,55.4,0,0.0,2.4,1,1
CUST-1679,67,One year,94.35,6341.45,Fiber optic,Credit card (automatic),3,High,0,0,3,Call,2,0,0,18.4,19.0,0,0.0,3.1,8,1
CUST-1680,6,Month-to-month,44.6,260.8,DSL,Bank transfer (automatic),4,Medium,1,0,4,Call,0,0,1,7.6,15.8,0,0.0,3.1,16,1
CUST-1681,1,Month-to-month,19.6,19.6,No,Mailed check,0,Low,1,1,0,Call,1,0,1,5.1,42.6,0,1.4,3.4,45,1
CUST-1682,33,Month-to-month,110.45,3655.45,Fiber optic,Electronic check,1,Medium,0,0,3,Call,0,0,0,72.6,81.8,1,0.0,2.7,27,1
CUST-1683,2,Month-to-month,70.7,140.7,Fiber optic,Credit card (automatic),1,Medium,0,0,1,Chat,0,0,1,15.1,21.7,0,0.0,4.2,10,1
CUST-1684,7,Month-to-month,99.25,665.45,Fiber optic,Electronic check,3,Low,0,1,3,Chat,0,0,0,14.1,18.2,0,0.6,4.8,14,1
CUST-1685,1,Month-to-month,84.8,84.8,Fiber optic,Electronic check,1,Medium,0,0,2,Chat,0,0,1,43.1,60.0,0,0.0,3.2,7,1
CUST-1686,52,One year,105.0,5426.85,Fiber optic,Bank transfer (automatic),2,Medium,0,2,2,Ticket,0,1,0,11.1,38.2,0,7.3,1.4,28,1
CUST-1687,22,Month-to-month,54.45,1127.35,DSL,Electronic check,3,Medium,1,1,3,Call,2,0,0,37.7,92.8,0,0.2,2.3,10,1
CUST-1688,47,Month-to-month,85.3,4045.65,Fiber optic,Electronic check,2,Medium,0,1,2,Chat,0,0,0,19.3,23.7,0,6.3,3.8,12,1
CUST-1689,33,Month-to-month,83.35,2757.85,Fiber optic,Electronic check,0,Medium,0,0,0,Ticket,0,0,1,5.4,7.1,0,0.0,3.0,47,1
CUST-1690,18,Month-to-month,33.5,600.0,DSL,Credit card (automatic),1,Low,1,1,3,Ticket,0,0,0,9.9,25.4,0,4.7,2.8,13,1
CUST-1691,24,Month-to-month,90.35,2238.5,Fiber optic,Electronic check,0,High,0,0,0,Email,0,0,1,0.5,21.9,0,0.0,3.7,150,1
CUST-1692,1,Month-to-month,90.75,90.75,Fiber optic,Electronic check,2,Low,0,0,2,Chat,0,0,1,13.3,38.1,0,0.0,3.4,14,1
CUST-1693,4,Month-to-month,89.6,365.65,Fiber optic,Mailed check,0,High,0,0,0,Call,0,0,1,63.5,74.6,1,0.0,2.5,70,1
CUST-1694,2,Month-to-month,49.25,90.35,DSL,Electronic check,1,Low,1,0,1,Call,0,0,1,23.0,61.7,0,0.0,3.9,11,1
CUST-1695,1,Month-to-month,19.75,19.75,No,Mailed check,2,Low,1,0,2,Email,1,0,1,19.8,21.3,0,0.0,3.2,27,1
CUST-1696,19,Month-to-month,95.15,1789.25,Fiber optic,Electronic check,0,Medium,1,1,0,Ticket,1,0,1,46.9,51.3,0,0.4,3.9,49,1
CUST-1697,22,Month-to-month,101.35,2317.1,Fiber optic,Bank transfer (automatic),0,Low,0,1,0,Chat,0,0,0,3.0,7.3,0,0.3,4.2,64,1
CUST-1698,4,Month-to-month,70.05,266.9,Fiber optic,Credit card (automatic),0,Medium,0,0,0,Email,1,1,1,36.6,42.7,0,0.0,2.8,32,1
CUST-1699,4,Month-to-month,74.65,301.4,Fiber optic,Electronic check,0,Low,0,1,0,Call,0,0,0,27.5,44.2,0,1.6,2.4,100,1
CUST-1700,4,Month-to-month,50.4,206.6,DSL,Mailed check,1,Medium,0,0,1,Ticket,0,1,0,17.3,17.6,0,0.0,4.2,10,1
CUST-1701,7,Month-to-month,79.65,604.7,Fiber optic,Mailed check,2,Low,0,0,2,Ticket,0,1,1,11.2,11.4,0,0.0,2.5,9,1
CUST-1702,19,Month-to-month,79.85,1471.75,Fiber optic,Electronic check,0,Low,0,0,0,Chat,1,0,0,0.8,2.6,0,0.0,4.2,166,1
CUST-1703,5,Month-to-month,78.75,412.1,Fiber optic,Electronic check,0,Low,0,1,0,Chat,2,0,1,22.1,24.6,0,0.0,3.3,38,1
CUST-1704,8,Month-to-month,80.45,583.45,Fiber optic,Credit card (automatic),0,Medium,2,0,0,Chat,0,0,0,19.4,73.7,0,0.0,4.5,44,1
CUST-1705,1,Month-to-month,50.1,50.1,DSL,Mailed check,1,Medium,3,1,1,Email,1,1,1,7.7,11.3,0,2.1,4.2,8,1
CUST-1706,2,Month-to-month,76.4,151.8,Fiber optic,Electronic check,2,Medium,1,2,2,Call,0,0,0,7.4,14.7,0,4.1,3.5,10,1
CUST-1707,3,Month-to-month,98.7,293.65,Fiber optic,Electronic check,2,High,0,0,3,Chat,0,1,0,10.2,10.5,0,0.0,4.9,14,1
CUST-1708,13,Month-to-month,100.8,1308.1,Fiber optic,Electronic check,0,Medium,1,0,0,Email,1,1,0,13.1,45.1,0,0.0,4.2,112,1
CUST-1709,28,One year,90.1,2598.95,Fiber optic,Bank transfer (automatic),1,High,0,1,2,Email,0,0,1,30.8,31.4,0,0.1,3.0,6,1
CUST-1710,15,Month-to-month,51.55,765.5,DSL,Electronic check,1,Low,1,1,1,Chat,1,0,0,16.5,44.4,0,1.2,4.9,4,1
CUST-1711,10,Month-to-month,79.25,793.55,Fiber optic,Electronic check,2,Low,0,0,2,Email,0,1,0,3.7,6.4,0,0.0,3.2,12,1
CUST-1712,5,Month-to-month,94.85,462.8,Fiber optic,Bank transfer (automatic),2,Low,0,0,5,Call,1,0,1,51.1,79.8,1,0.0,2.9,9,1
CUST-1713,2,Month-to-month,85.7,169.8,Fiber optic,Electronic check,2,Low,2,0,2,Chat,0,0,0,15.0,19.8,0,0.0,3.4,13,1
CUST-1714,1,Month-to-month,44.4,44.4,DSL,Mailed check,2,Medium,0,0,3,Email,0,0,1,52.3,60.1,1,0.0,3.1,11,1
CUST-1715,5,Month-to-month,89.5,477.7,Fiber optic,Electronic check,0,Medium,0,0,0,Email,1,1,1,21.8,36.7,0,0.0,2.3,177,1
CUST-1716,1,Month-to-month,86.05,86.05,Fiber optic,Electronic check,1,Medium,0,0,1,Chat,0,0,1,19.4,35.7,0,0.0,4.1,2,1
CUST-1717,4,Month-to-month,44.55,174.3,DSL,Electronic check,3,Medium,0,0,3,Email,0,0,1,9.4,9.8,0,0.0,4.0,23,1
CUST-1718,31,Month-to-month,35.4,1077.5,DSL,Bank transfer (automatic),1,High,0,0,1,Call,0,0,1,81.6,81.9,1,0.0,3.7,27,1
CUST-1719,1,Month-to-month,95.65,95.65,Fiber optic,Mailed check,1,High,0,0,1,Email,0,0,0,94.1,98.8,1,0.0,4.3,23,1
CUST-1720,1,Month-to-month,20.95,20.95,No,Mailed check,1,Low,0,0,2,Ticket,0,0,0,10.4,19.0,0,0.0,4.4,28,1
CUST-1721,10,Month-to-month,34.7,329.8,DSL,Electronic check,0,Low,1,0,1,Call,0,0,1,35.8,60.6,0,0.0,4.6,116,1
CUST-1722,15,Month-to-month,19.75,297.3,No,Bank transfer (automatic),4,Low,1,1,5,Chat,0,1,0,7.2,9.6,0,0.0,2.6,23,1
CUST-1723,17,Month-to-month,92.55,1515.1,Fiber optic,Electronic check,2,Low,0,1,3,Chat,0,1,0,21.9,27.5,0,11.4,3.8,3,1
CUST-1724,53,One year,60.05,3229.65,DSL,Electronic check,0,Medium,0,1,0,Email,0,0,1,25.6,32.4,0,2.9,3.3,161,1
CUST-1725,16,Month-to-month,74.3,1178.25,Fiber optic,Credit card (automatic),1,Medium,0,0,2,Ticket,0,0,0,95.7,103.7,1,0.0,2.5,1,1
CUST-1726,9,Month-to-month,85.35,758.6,Fiber optic,Electronic check,2,Low,0,0,2,Call,0,0,0,7.8,22.5,0,0.0,1.7,8,1
CUST-1727,25,One year,74.3,1863.8,DSL,Mailed check,1,Medium,0,0,1,Email,0,0,0,28.2,57.0,0,0.0,5.0,1,1
CUST-1728,4,Month-to-month,98.1,396.3,Fiber optic,Bank transfer (automatic),1,Medium,2,0,1,Call,0,0,0,6.5,8.1,0,0.0,3.6,2,1
CUST-1729,50,Two year,109.65,5551.15,Fiber optic,Electronic check,1,Low,0,0,1,Chat,0,0,1,0.8,8.5,0,0.0,2.6,15,1
CUST-1730,9,Month-to-month,74.55,622.9,Fiber optic,Electronic check,1,Low,2,0,2,Chat,0,0,1,7.7,58.0,0,0.0,2.6,6,1
CUST-1731,3,Month-to-month,100.95,329.95,Fiber optic,Electronic check,0,High,1,0,1,Ticket,2,0,1,35.5,46.5,0,0.0,2.2,85,1
CUST-1732,10,Month-to-month,94.9,1048.85,Fiber optic,Electronic check,0,Medium,0,1,0,Chat,0,0,0,63.6,86.2,1,1.8,3.9,105,1
CUST-1733,32,Month-to-month,104.9,3351.55,Fiber optic,Electronic check,2,Low,0,0,2,Ticket,0,0,1,0.6,27.1,0,0.0,5.0,23,1
CUST-1734,9,One year,24.1,259.8,DSL,Bank transfer (automatic),4,Low,0,0,4,Chat,0,1,0,2.7,3.6,0,0.0,2.6,23,1
CUST-1735,66,One year,104.05,6890.0,Fiber optic,Electronic check,3,Low,0,0,4,Call,0,0,0,10.6,18.5,0,0.0,2.8,10,1
CUST-1736,3,Month-to-month,88.35,262.05,Fiber optic,Mailed check,1,Low,0,0,1,Call,0,1,0,13.9,53.1,0,0.0,2.3,2,1
CUST-1737,29,Month-to-month,94.65,2649.15,Fiber optic,Credit card (automatic),3,Medium,1,0,3,Email,0,1,1,60.6,62.5,1,0.0,3.9,13,1
CUST-1738,1,Month-to-month,74.4,74.4,Fiber optic,Electronic check,2,Low,0,0,2,Email,0,0,0,0.5,3.0,0,0.0,3.7,24,1
CUST-1739,41,Month-to-month,79.9,3326.2,DSL,Credit card (automatic),0,Low,0,0,0,Email,0,1,0,43.5,51.9,0,0.0,3.7,124,1
CUST-1740,8,Month-to-month,69.7,560.85,Fiber optic,Electronic check,2,Low,0,0,2,Email,0,0,0,16.6,18.3,0,0.0,3.9,2,1
CUST-1741,12,Month-to-month,98.1,1060.2,Fiber optic,Electronic check,2,Medium,0,2,2,Email,0,0,1,5.6,29.1,0,1.9,2.1,14,1
CUST-1742,1,Month-to-month,20.5,20.5,No,Mailed check,0,Low,1,0,1,Email,2,0,1,5.0,22.3,0,0.0,2.0,81,1
CUST-1743,4,Month-to-month,99.6,347.65,Fiber optic,Electronic check,3,Low,0,0,4,Ticket,1,0,0,1.2,23.9,0,0.0,2.2,1,1
CUST-1744,1,Month-to-month,81.95,81.95,Fiber optic,Electronic check,0,Medium,0,0,1,Ticket,0,0,1,6.5,12.7,0,0.0,2.8,128,1
CUST-1745,7,Month-to-month,69.35,451.1,Fiber optic,Electronic check,1,Low,1,0,1,Chat,0,0,1,84.5,97.0,1,0.0,3.7,1,1
CUST-1746,6,Month-to-month,91.1,455.3,Fiber optic,Electronic check,0,Low,0,0,2,Ticket,0,1,1,36.8,41.5,0,0.0,3.1,75,1
CUST-1747,14,Month-to-month,86.1,1235.55,Fiber optic,Electronic check,2,Low,0,0,2,Call,0,0,1,75.5,76.2,1,0.0,4.8,23,1
CUST-1748,25,Month-to-month,94.7,2362.1,Fiber optic,Bank transfer (automatic),0,Medium,1,3,1,Ticket,0,1,0,3.9,21.8,0,1.4,5.0,74,1
CUST-1749,22,Month-to-month,85.1,1873.7,Fiber optic,Electronic check,4,High,1,1,6,Email,0,0,0,18.3,61.1,0,0.4,2.7,14,1
CUST-1750,61,Month-to-month,99.15,6010.05,Fiber optic,Electronic check,1,Low,0,0,2,Ticket,0,0,0,61.9,65.9,1,0.0,3.5,22,1
CUST-1751,70,Month-to-month,102.95,7101.5,Fiber optic,Electronic check,1,Low,1,2,2,Call,0,0,0,24.8,28.9,0,12.4,2.8,15,1
CUST-1752,1,Month-to-month,45.05,45.05,DSL,Mailed check,3,Low,0,0,3,Chat,0,0,0,0.5,3.2,0,0.0,3.6,8,1
CUST-1753,1,Month-to-month,71.0,71.0,Fiber optic,Electronic check,0,Medium,0,0,1,Ticket,0,0,0,1.7,8.3,0,0.0,4.6,147,1
CUST-1754,47,Month-to-month,70.55,3309.25,Fiber optic,Bank transfer (automatic),1,Medium,0,0,2,Call,0,1,0,12.6,18.3,0,0.0,4.4,14,1
CUST-1755,1,Month-to-month,79.7,79.7,Fiber optic,Electronic check,5,Medium,0,1,5,Ticket,0,0,1,11.2,37.1,0,1.6,2.8,12,1
CUST-1756,22,Month-to-month,59.0,1254.7,DSL,Electronic check,0,Medium,1,0,0,Chat,0,0,1,50.7,69.4,1,0.0,3.3,128,1
CUST-1757,48,One year,60.35,2896.4,DSL,Credit card (automatic),2,High,2,0,3,Ticket,0,0,0,34.9,60.4,0,0.0,2.9,12,1
CUST-1758,1,Month-to-month,69.25,69.25,Fiber optic,Electronic check,0,High,1,0,1,Call,2,1,1,3.3,33.5,0,0.0,5.0,51,1
CUST-1759,25,Month-to-month,70.95,1767.35,Fiber optic,Mailed check,1,Medium,0,1,1,Chat,0,0,1,2.2,15.8,0,0.5,3.2,18,1
CUST-1760,20,Month-to-month,89.0,1820.45,Fiber optic,Mailed check,3,Low,0,0,4,Chat,0,0,0,46.4,58.8,0,0.0,4.1,1,1
CUST-1761,18,Month-to-month,99.4,1742.95,Fiber optic,Electronic check,0,Low,1,1,0,Chat,0,1,0,13.7,21.3,0,1.9,3.5,169,1
CUST-1762,1,Month-to-month,73.5,73.5,Fiber optic,Bank transfer (automatic),2,Medium,1,2,3,Chat,0,0,1,4.3,5.3,0,4.5,1.9,25,1
CUST-1763,9,Month-to-month,95.5,829.1,Fiber optic,Electronic check,1,Medium,0,0,2,Email,0,1,1,52.6,59.7,1,0.0,3.6,3,1
CUST-1764,28,Month-to-month,92.35,2602.9,Fiber optic,Mailed check,0,Medium,1,1,0,Email,1,0,1,29.3,34.7,0,6.2,2.5,109,1
CUST-1765,11,Month-to-month,74.55,824.75,Fiber optic,Electronic check,7,Low,2,0,8,Ticket,0,0,1,4.1,9.8,0,0.0,2.2,18,1
CUST-1766,12,Month-to-month,83.8,1029.75,Fiber optic,Mailed check,2,Medium,0,0,3,Ticket,1,0,0,21.4,29.8,0,0.0,2.7,24,1
CUST-1767,53,Month-to-month,54.45,2854.55,DSL,Electronic check,1,Low,0,0,3,Chat,0,0,0,14.6,23.6,0,0.0,3.7,9,1
CUST-1768,41,Month-to-month,99.8,4259.3,Fiber optic,Electronic check,1,Medium,0,0,1,Call,0,0,1,6.8,9.7,0,0.0,3.2,21,1
CUST-1769,20,Month-to-month,105.85,2239.65,Fiber optic,Bank transfer (automatic),0,Low,1,0,0,Call,0,0,0,20.6,24.4,0,0.0,3.0,46,1
CUST-1770,7,Month-to-month,75.45,480.75,Fiber optic,Mailed check,2,Low,0,0,4,Email,1,0,1,13.3,16.1,0,0.0,4.1,3,1
CUST-1771,7,Month-to-month,93.85,635.6,Fiber optic,Electronic check,0,Low,0,0,1,Call,0,1,1,19.0,35.0,0,0.0,3.3,73,1
CUST-1772,22,Month-to-month,100.75,2095.0,Fiber optic,Electronic check,0,High,0,0,0,Chat,1,0,1,8.0,48.0,0,0.0,3.9,155,1
CUST-1773,3,Month-to-month,31.0,95.05,DSL,Mailed check,0,Low,1,0,0,Ticket,1,0,0,29.7,33.1,0,0.0,3.9,90,1
CUST-1774,51,Month-to-month,80.0,4242.35,Fiber optic,Credit card (automatic),1,Low,0,1,1,Ticket,1,3,1,12.8,36.7,0,15.0,2.9,28,1
CUST-1775,5,Month-to-month,70.25,331.9,Fiber optic,Mailed check,1,Low,1,1,1,Chat,1,0,0,38.6,54.3,0,1.2,3.6,28,1
CUST-1776,62,Month-to-month,100.15,6283.3,Fiber optic,Electronic check,0,Medium,1,0,1,Call,0,0,0,21.5,25.9,0,0.0,3.2,64,1
CUST-1777,28,Month-to-month,94.5,2659.4,Fiber optic,Credit card (automatic),0,Low,0,1,0,Email,0,1,0,6.4,15.3,0,3.2,3.6,31,1
CUST-1778,10,Month-to-month,33.9,298.45,DSL,Mailed check,0,High,0,0,1,Email,0,0,0,9.6,20.9,0,0.0,3.3,71,1
CUST-1779,69,Month-to-month,89.95,6143.15,Fiber optic,Electronic check,3,Medium,2,0,4,Ticket,0,0,1,7.8,25.5,0,0.0,3.7,20,1
CUST-1780,12,Month-to-month,84.45,1059.55,Fiber optic,Electronic check,0,Low,2,0,1,Call,0,0,1,10.2,19.7,0,0.0,4.3,83,1
CUST-1781,27,Month-to-month,79.5,2180.55,Fiber optic,Electronic check,2,Medium,0,0,2,Email,0,1,1,4.3,17.1,0,0.0,1.9,20,1
CUST-1782,1,Month-to-month,89.15,89.15,Fiber optic,Mailed check,2,Low,2,0,3,Call,0,0,1,14.8,19.5,0,0.0,2.6,13,1
CUST-1783,14,Month-to-month,74.95,1036.75,Fiber optic,Electronic check,1,Medium,1,0,2,Call,0,2,1,1.2,2.7,0,0.0,2.8,9,1
CUST-1784,32,Month-to-month,74.4,2276.95,Fiber optic,Electronic check,1,Low,0,2,1,Email,0,0,0,9.8,10.6,0,1.2,3.3,19,1
CUST-1785,3,Month-to-month,55.3,196.15,DSL,Electronic check,1,High,0,1,2,Ticket,0,0,0,12.8,16.9,0,0.4,4.9,12,1
CUST-1786,22,Month-to-month,55.15,1206.05,DSL,Electronic check,1,Medium,1,0,1,Call,0,0,0,33.2,46.4,0,0.0,2.1,17,1
CUST-1787,16,Month-to-month,84.95,1378.25,Fiber optic,Electronic check,4,Medium,0,1,6,Email,0,0,0,45.6,46.7,0,0.4,3.6,17,1
CUST-1788,5,Month-to-month,43.25,219.0,DSL,Mailed check,1,Low,1,0,2,Chat,0,0,1,34.1,50.2,0,0.0,4.4,28,1
CUST-1789,23,One year,48.35,1067.15,DSL,Credit card (automatic),1,Low,1,0,1,Chat,0,0,1,2.0,8.2,0,0.0,3.1,4,1
CUST-1790,1,Month-to-month,79.55,79.55,Fiber optic,Electronic check,1,Medium,0,0,2,Ticket,1,0,1,24.9,32.5,0,0.0,3.8,25,1
CUST-1791,50,Month-to-month,71.05,3444.85,Fiber optic,Electronic check,2,Medium,0,0,5,Email,0,0,0,44.0,46.9,0,0.0,4.0,29,1
CUST-1792,1,Month-to-month,84.5,84.5,Fiber optic,Electronic check,1,Low,1,1,2,Call,2,0,1,17.3,31.7,0,2.4,3.1,19,1
CUST-1793,71,Two year,108.6,7690.9,Fiber optic,Credit card (automatic),1,Low,1,0,1,Chat,0,0,1,63.0,105.3,1,0.0,2.8,20,1
CUST-1794,46,Month-to-month,30.3,1380.1,DSL,Bank transfer (automatic),3,Low,0,0,4,Call,0,0,1,49.5,55.6,1,0.0,5.0,4,1
CUST-1795,2,Month-to-month,30.4,78.65,DSL,Electronic check,0,Medium,0,1,0,Chat,1,0,0,48.4,49.9,1,3.5,3.0,40,1
CUST-1796,1,Month-to-month,45.4,45.4,DSL,Mailed check,0,Low,1,0,0,Email,0,1,1,76.5,76.7,1,0.0,3.9,89,1
CUST-1797,32,Month-to-month,84.15,2585.95,Fiber optic,Bank transfer (automatic),0,Low,0,1,1,Call,1,0,1,33.3,57.5,0,3.6,2.8,46,1
CUST-1798,3,Month-to-month,19.75,58.85,No,Electronic check,0,Low,1,0,0,Ticket,0,0,0,26.6,41.3,0,0.0,4.6,96,1
CUST-1799,5,Month-to-month,85.4,425.9,Fiber optic,Credit card (automatic),1,Low,0,0,1,Email,1,0,0,32.1,54.6,0,0.0,1.8,13,1
CUST-1800,49,Month-to-month,75.2,3678.3,Fiber optic,Credit card (automatic),3,Low,0,0,3,Call,0,0,0,10.2,16.2,0,0.0,3.2,20,1
CUST-1801,17,One year,55.85,937.5,DSL,Mailed check,1,High,1,0,1,Chat,0,1,0,0.2,12.2,0,0.0,3.3,11,1
CUST-1802,23,Month-to-month,106.4,2483.5,Fiber optic,Electronic check,0,Low,1,0,1,Email,1,0,0,1.0,6.9,0,0.0,3.6,76,1
CUST-1803,6,Month-to-month,84.4,556.35,Fiber optic,Electronic check,1,High,0,0,2,Ticket,0,0,0,44.0,48.8,0,0.0,5.0,20,1
CUST-1804,6,Month-to-month,56.25,389.1,DSL,Electronic check,3,Low,1,1,3,Chat,0,1,0,12.1,22.8,0,3.6,3.5,20,1
CUST-1805,2,Month-to-month,85.55,187.45,Fiber optic,Electronic check,0,Low,1,0,1,Call,0,0,1,10.4,13.3,0,0.0,2.1,55,1
CUST-1806,4,Month-to-month,68.65,261.25,DSL,Bank transfer (automatic),2,Low,0,1,2,Call,0,0,1,21.8,37.5,0,0.1,3.0,7,1
CUST-1807,4,Month-to-month,77.85,299.2,Fiber optic,Electronic check,0,Medium,0,0,1,Email,0,0,0,3.5,15.5,0,0.0,3.3,73,1
CUST-1808,3,Month-to-month,105.35,323.25,Fiber optic,Bank transfer (automatic),0,Medium,0,0,0,Ticket,0,0,1,18.1,24.3,0,0.0,5.0,171,1
CUST-1809,8,Month-to-month,87.05,762.1,Fiber optic,Electronic check,1,Low,0,0,1,Chat,0,1,1,41.5,45.6,0,0.0,3.3,20,1
CUST-1810,1,Month-to-month,53.5,53.5,DSL,Mailed check,1,Low,0,0,1,Email,1,0,0,12.7,18.1,0,0.0,3.3,11,1
CUST-1811,1,Month-to-month,25.1,25.1,DSL,Mailed check,3,High,0,0,3,Ticket,0,1,1,16.8,21.3,0,0.0,3.9,7,1
CUST-1812,30,Month-to-month,79.65,2365.15,Fiber optic,Mailed check,0,High,0,1,1,Chat,0,0,1,4.1,9.5,0,2.9,5.0,156,1
CUST-1813,5,Month-to-month,54.2,308.25,DSL,Electronic check,1,Low,0,0,1,Ticket,0,0,0,30.7,30.9,0,0.0,1.7,25,1
CUST-1814,1,Month-to-month,19.45,19.45,No,Electronic check,2,Medium,0,0,3,Ticket,0,0,1,19.0,24.0,0,0.0,2.9,5,1
CUST-1815,72,Two year,103.4,7372.65,Fiber optic,Electronic check,1,Low,0,1,1,Chat,0,0,0,18.5,27.8,0,0.8,2.7,21,1
CUST-1816,13,Month-to-month,84.45,1058.6,Fiber optic,Electronic check,1,Low,0,1,1,Call,0,0,0,5.9,13.8,0,0.0,3.1,8,1
CUST-1817,32,Month-to-month,85.95,2628.6,Fiber optic,Credit card (automatic),1,Low,0,0,1,Call,0,1,1,57.3,59.2,1,0.0,3.7,10,1
CUST-1818,16,Month-to-month,59.4,1023.9,DSL,Electronic check,2,Low,1,0,2,Ticket,0,1,1,9.7,45.0,0,0.0,5.0,23,1
CUST-1819,29,Month-to-month,30.6,856.35,DSL,Electronic check,3,Medium,0,0,3,Ticket,0,1,1,74.7,77.2,1,0.0,4.5,3,1
CUST-1820,38,Month-to-month,99.55,3734.25,Fiber optic,Electronic check,2,Low,0,0,3,Email,1,0,0,9.6,20.0,0,0.0,3.0,28,1
CUST-1821,17,Month-to-month,70.0,1144.5,Fiber optic,Electronic check,2,Medium,0,0,3,Call,0,1,1,53.0,58.6,1,0.0,4.7,2,1
CUST-1822,1,Month-to-month,45.3,45.3,DSL,Electronic check,0,High,1,2,0,Call,2,0,0,18.8,32.2,0,3.2,4.4,84,1
CUST-1823,2,Month-to-month,29.85,75.6,DSL,Bank transfer (automatic),0,Low,0,1,0,Ticket,0,1,1,1.5,8.4,0,0.2,5.0,144,1
CUST-1824,2,Month-to-month,95.1,180.25,Fiber optic,Credit card (automatic),1,Low,0,0,1,Email,0,0,1,71.0,71.5,1,0.0,5.0,21,1
